model_id,architecture,batch_size,learning_rate,max_epochs,use_initial_bias,use_label_smoothing,use_weighted_loss,epochs_trained,train_loss,train_tp,train_fp,train_tn,train_fn,train_accuracy,train_precision,train_recall,train_auc,train_prc,val_loss,val_tp,val_fp,val_tn,val_fn,val_accuracy,val_precision,val_recall,val_auc,val_prc
78,"[16, 32, 64, 32, 16]",2048,1e-07,30,False,False,False,30,0.31817910075187683,0.0,11.0,597288.0,2701.0,0.9954800009727478,0.0,0.0,0.9290110468864441,0.030114104971289635,0.3184022307395935,0.0,4.0,199050.0,946.0,0.9952499866485596,0.0,0.0,0.9277307987213135,0.03125118464231491
79,"[16, 32, 64, 32, 16]",2048,1e-07,50,False,False,False,14,1.8673083782196045,2701.0,597299.0,0.0,0.0,0.004501666873693466,0.004501666873693466,1.0,0.650867223739624,0.005925765726715326,1.8668853044509888,946.0,199054.0,0.0,0.0,0.004730000160634518,0.004730000160634518,1.0,0.6542233228683472,0.006276650354266167
80,"[16, 32, 64, 32, 16]",2048,1e-07,100,False,False,False,11,0.19256384670734406,0.0,0.0,597299.0,2701.0,0.9954983592033386,0.0,0.0,0.11248379945755005,0.002440597163513303,0.19291886687278748,0.0,0.0,199054.0,946.0,0.9952700138092041,0.0,0.0,0.11362701654434204,0.0025682905688881874
81,"[16, 32, 64, 128, 64, 32, 16]",128,0.001,30,False,False,False,30,0.006775612477213144,1463.0,399.0,596900.0,1238.0,0.9972716569900513,0.7857142686843872,0.5416512489318848,0.992013692855835,0.7407900094985962,0.007172882091253996,532.0,157.0,198897.0,414.0,0.9971449971199036,0.7721335291862488,0.562367856502533,0.9907825589179993,0.7343034744262695
82,"[16, 32, 64, 128, 64, 32, 16]",128,0.001,50,False,False,False,33,0.0067399344407022,1369.0,288.0,597011.0,1332.0,0.9973000288009644,0.8261919021606445,0.5068492889404297,0.9931714534759521,0.7515730261802673,0.007054368499666452,508.0,127.0,198927.0,438.0,0.9971749782562256,0.800000011920929,0.53699791431427,0.992437481880188,0.7490861415863037
83,"[16, 32, 64, 128, 64, 32, 16]",128,0.001,100,False,False,False,31,0.006990343332290649,1205.0,229.0,597070.0,1496.0,0.9971250295639038,0.84030681848526,0.44613105058670044,0.9934310913085938,0.7444437742233276,0.00728230457752943,464.0,100.0,198954.0,482.0,0.9970899820327759,0.8226950168609619,0.4904862642288208,0.9923303723335266,0.7413389682769775
84,"[16, 32, 64, 128, 64, 32, 16]",128,1e-05,30,False,False,False,30,0.0069799586199223995,1489.0,390.0,596909.0,1212.0,0.9973300099372864,0.792442798614502,0.5512772798538208,0.9911792278289795,0.7367232441902161,0.007441780995577574,541.0,164.0,198890.0,405.0,0.9971550107002258,0.7673758864402771,0.5718815922737122,0.9865249991416931,0.7228305339813232
85,"[16, 32, 64, 128, 64, 32, 16]",128,1e-05,50,False,False,False,50,0.006885694805532694,1647.0,475.0,596824.0,1054.0,0.997451663017273,0.7761545777320862,0.6097741723060608,0.9899568557739258,0.7381359338760376,0.007271963637322187,597.0,201.0,198853.0,349.0,0.9972500205039978,0.7481203079223633,0.6310782432556152,0.986090898513794,0.7344485521316528
86,"[16, 32, 64, 128, 64, 32, 16]",128,1e-05,100,False,False,False,100,0.006620198488235474,1695.0,521.0,596778.0,1006.0,0.9974550008773804,0.7648916840553284,0.6275453567504883,0.990965723991394,0.7559714913368225,0.007104887161403894,624.0,218.0,198836.0,322.0,0.9973000288009644,0.7410926222801208,0.6596194505691528,0.9903532266616821,0.7449217438697815
87,"[16, 32, 64, 128, 64, 32, 16]",128,1e-07,30,False,False,False,16,0.7927916646003723,9.0,461168.0,136131.0,2692.0,0.22689999639987946,1.951528429344762e-05,0.0033320991788059473,0.07284720242023468,0.0023820651695132256,0.7926018834114075,11.0,153513.0,45541.0,935.0,0.22776000201702118,7.165003626141697e-05,0.011627906933426857,0.07479277998209,0.002506190910935402
88,"[16, 32, 64, 128, 64, 32, 16]",128,1e-07,50,False,False,False,11,1.2293962240219116,2701.0,596805.0,494.0,0.0,0.005324999801814556,0.004505375865846872,1.0,0.9016047716140747,0.05118460953235626,1.2292306423187256,946.0,198871.0,183.0,0.0,0.005644999910145998,0.004734331741929054,1.0,0.9047767519950867,0.05474765971302986
89,"[16, 32, 64, 128, 64, 32, 16]",128,1e-07,100,False,False,False,11,1.6355035305023193,2701.0,597299.0,0.0,0.0,0.004501666873693466,0.004501666873693466,1.0,0.2939089834690094,0.002907293848693371,1.6351507902145386,946.0,199054.0,0.0,0.0,0.004730000160634518,0.004730000160634518,1.0,0.2934321165084839,0.003052548272535205
90,"[16, 32, 64, 128, 64, 32, 16]",512,0.001,30,False,False,False,30,0.0069583323784172535,1702.0,656.0,596643.0,999.0,0.9972416758537292,0.7217981219291687,0.6301369667053223,0.9941142797470093,0.7283259034156799,0.007484761532396078,621.0,269.0,198785.0,325.0,0.9970300197601318,0.697752833366394,0.6564481854438782,0.9912034869194031,0.7232699394226074
91,"[16, 32, 64, 128, 64, 32, 16]",512,0.001,50,False,False,False,50,0.006865726783871651,1488.0,345.0,596954.0,1213.0,0.9974033236503601,0.8117839694023132,0.5509070754051208,0.997646689414978,0.7603064179420471,0.007315085269510746,544.0,149.0,198905.0,402.0,0.9972450137138367,0.7849928140640259,0.5750528573989868,0.9948517084121704,0.7524100542068481
92,"[16, 32, 64, 128, 64, 32, 16]",512,0.001,100,False,False,False,20,0.006992005277425051,1501.0,452.0,596847.0,1200.0,0.9972466826438904,0.7685611844062805,0.5557200908660889,0.9920629858970642,0.7353569269180298,0.007469731383025646,550.0,189.0,198865.0,396.0,0.9970750212669373,0.7442489862442017,0.5813953280448914,0.9916446805000305,0.7271028757095337
93,"[16, 32, 64, 128, 64, 32, 16]",512,1e-05,30,False,False,False,30,0.00828535482287407,1270.0,395.0,596904.0,1431.0,0.9969566464424133,0.7627627849578857,0.4701962172985077,0.98675137758255,0.6710666418075562,0.00880599208176136,470.0,160.0,198894.0,476.0,0.9968199729919434,0.7460317611694336,0.49682876467704773,0.9831680655479431,0.6709882020950317
94,"[16, 32, 64, 128, 64, 32, 16]",512,1e-05,50,False,False,False,27,0.010352842509746552,0.0,0.0,597299.0,2701.0,0.9954983592033386,0.0,0.0,0.9854393601417542,0.6736445426940918,0.010990974493324757,0.0,0.0,199054.0,946.0,0.9952700138092041,0.0,0.0,0.9814372658729553,0.6649820804595947
95,"[16, 32, 64, 128, 64, 32, 16]",512,1e-05,100,False,False,False,87,0.007311965338885784,1685.0,641.0,596658.0,1016.0,0.9972383379936218,0.7244195938110352,0.6238430142402649,0.9898369312286377,0.723547101020813,0.007821758277714252,598.0,252.0,198802.0,348.0,0.996999979019165,0.703529417514801,0.6321353316307068,0.987826406955719,0.7174339890480042
96,"[16, 32, 64, 128, 64, 32, 16]",512,1e-07,30,False,False,False,30,0.17726244032382965,0.0,0.0,597299.0,2701.0,0.9954983592033386,0.0,0.0,0.13418136537075043,0.002538388129323721,0.17772261798381805,0.0,0.0,199054.0,946.0,0.9952700138092041,0.0,0.0,0.13246724009513855,0.002664512023329735
97,"[16, 32, 64, 128, 64, 32, 16]",512,1e-07,50,False,False,False,13,0.9559383392333984,2701.0,597299.0,0.0,0.0,0.004501666873693466,0.004501666873693466,1.0,0.7507271766662598,0.010389058850705624,0.955801248550415,946.0,199054.0,0.0,0.0,0.004730000160634518,0.004730000160634518,1.0,0.7497901916503906,0.010894051752984524
98,"[16, 32, 64, 128, 64, 32, 16]",512,1e-07,100,False,False,False,21,0.19977745413780212,0.0,0.0,597299.0,2701.0,0.9954983592033386,0.0,0.0,0.4516174793243408,0.015158509835600853,0.20014037191867828,0.0,0.0,199054.0,946.0,0.9952700138092041,0.0,0.0,0.44336873292922974,0.01296871155500412
99,"[16, 32, 64, 128, 64, 32, 16]",2048,0.001,30,False,False,False,18,0.007647571619600058,980.0,151.0,597148.0,1721.0,0.9968799948692322,0.866489827632904,0.3628285825252533,0.9910516142845154,0.7412726283073425,0.007850082591176033,368.0,66.0,198988.0,578.0,0.9967799782752991,0.8479262590408325,0.3890063464641571,0.9897797107696533,0.7398363351821899
100,"[16, 32, 64, 128, 64, 32, 16]",2048,0.001,50,False,False,False,47,0.006565837189555168,1584.0,414.0,596885.0,1117.0,0.9974483251571655,0.792792797088623,0.5864494442939758,0.9925178289413452,0.7596040964126587,0.006950865499675274,587.0,187.0,198867.0,359.0,0.9972699880599976,0.7583979368209839,0.6205074191093445,0.9909457564353943,0.7517272233963013
101,"[16, 32, 64, 128, 64, 32, 16]",2048,0.001,100,False,False,False,39,0.007287028711289167,1837.0,718.0,596581.0,864.0,0.9973633289337158,0.7189823985099792,0.6801185011863708,0.9954016804695129,0.7482007145881653,0.007680710405111313,662.0,287.0,198767.0,284.0,0.9971449971199036,0.6975764036178589,0.6997885704040527,0.9954282641410828,0.7447417974472046
102,"[16, 32, 64, 128, 64, 32, 16]",2048,1e-05,30,False,False,False,11,1.1368978023529053,2701.0,589847.0,7452.0,0.0,0.016921667382121086,0.004558280576020479,1.0,0.4964861571788788,0.004042979329824448,1.1367501020431519,946.0,196476.0,2578.0,0.0,0.01761999912559986,0.0047917659394443035,1.0,0.4913172721862793,0.0042182994075119495
103,"[16, 32, 64, 128, 64, 32, 16]",2048,1e-05,50,False,False,False,11,0.3341926336288452,0.0,0.0,597299.0,2701.0,0.9954983592033386,0.0,0.0,0.4453004002571106,0.003637806512415409,0.33440878987312317,0.0,0.0,199054.0,946.0,0.9952700138092041,0.0,0.0,0.449297696352005,0.0038517960347235203
104,"[16, 32, 64, 128, 64, 32, 16]",2048,1e-05,100,False,False,False,100,0.007098098751157522,1473.0,377.0,596922.0,1228.0,0.9973250031471252,0.7962161898612976,0.5453535914421082,0.9893143773078918,0.7362550497055054,0.007608354557305574,528.0,151.0,198903.0,418.0,0.9971550107002258,0.7776141166687012,0.5581395626068115,0.9864487648010254,0.7229751348495483
105,"[16, 32, 64, 128, 64, 32, 16]",2048,1e-07,30,False,False,False,20,0.6960402131080627,721.0,300316.0,296983.0,1980.0,0.49617332220077515,0.0023950543254613876,0.266938179731369,0.47135549783706665,0.0038218023255467415,0.6960374116897583,226.0,100341.0,98713.0,720.0,0.4946950078010559,0.0022472580894827843,0.23890063166618347,0.4642287492752075,0.00396653963252902
106,"[16, 32, 64, 128, 64, 32, 16]",2048,1e-07,50,False,False,False,19,0.36921632289886475,0.0,888.0,596411.0,2701.0,0.9940183162689209,0.0,0.0,0.8389814496040344,0.012691319920122623,0.36940303444862366,0.0,293.0,198761.0,946.0,0.9938049912452698,0.0,0.0,0.836388349533081,0.013170633465051651
107,"[16, 32, 64, 128, 64, 32, 16]",2048,1e-07,100,False,False,False,18,0.8515833616256714,2701.0,597000.0,299.0,0.0,0.004999999888241291,0.004503910895437002,1.0,0.6190820932388306,0.005407760385423899,0.8515233397483826,946.0,198954.0,100.0,0.0,0.005229999776929617,0.004732366185635328,1.0,0.6257708072662354,0.006531162187457085
